# Weather station Astana, Kazakhstan, WMO_ID=35188,selection from 04.01.2018 till 31.12.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=35188&lang=en
#
"Local time in Astana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.03.2018 17:00";"-9.4";"728.8";"762.3";"0.2";"74";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"-13.3";"";"";"";"";"";"";
"04.03.2018 14:00";"-6.7";"728.6";"761.8";"-1.3";"66";"Wind blowing from the north-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-12.0";"";"";"";"";"";"";
"04.03.2018 11:00";"-7.0";"729.9";"763.2";"-0.7";"71";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"-16.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"";"10.0";"-11.4";"";"";"";"";"";"";
"04.03.2018 08:00";"-12.9";"730.6";"764.7";"-1.1";"79";"Wind blowing from the north-east";"1";"";"";"100%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"-15.8";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"04.03.2018 05:00";"-13.9";"731.7";"766.0";"-1.0";"76";"Calm, no wind";"0";"";"";"70 – 80%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-17.2";"";"";"";"";"";"";
"04.03.2018 02:00";"-15.1";"732.7";"767.2";"-0.9";"75";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-18.5";"";"";"";"";"";"";
"03.03.2018 23:00";"-14.1";"733.6";"768.1";"-1.2";"73";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"-9.2";"";"";"";"";"";"";"-17.9";"";"";"";"";"";"";
"03.03.2018 20:00";"-13.7";"734.8";"769.2";"-0.4";"73";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"-9.2";"";"";"";"";"";"";"-17.5";"";"";"";"";"";"";
"03.03.2018 17:00";"-10.1";"735.2";"769.2";"-0.8";"48";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-19.0";"";"";"";"";"";"";
"03.03.2018 14:00";"-9.7";"736.0";"769.9";"-1.3";"52";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.9";"";"";"";"";"";"";
"03.03.2018 11:00";"-13.7";"737.3";"771.8";"-0.6";"61";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"-18.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"-19.6";"0.1";"12";"";"";"";"";
"03.03.2018 08:00";"-18.5";"737.9";"773.2";"-0.1";"77";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-21.5";"0.1";"12";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"03.03.2018 05:00";"-16.5";"738.0";"772.9";"-0.1";"76";"Wind blowing from the south-southwest";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1500-2000";"";"";"";"-19.7";"";"";"";"";"";"";
"03.03.2018 02:00";"-17.0";"738.1";"773.1";"0.2";"76";"Wind blowing from the south-southwest";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1500-2000";"";"";"";"-20.2";"";"";"";"";"";"";
"02.03.2018 23:00";"-17.0";"737.9";"772.9";"0.8";"76";"Wind blowing from the south-southwest";"1";"";"";"100%.";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"-14.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1500-2000";"";"";"";"-20.2";"Trace of precipitation";"12";"";"";"";"";
"02.03.2018 20:00";"-17.1";"737.1";"772.0";"0.9";"74";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"-14.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-20.6";"Trace of precipitation";"12";"";"";"";"";
"02.03.2018 17:00";"-15.1";"736.2";"770.8";"0.6";"65";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-20.2";"";"";"";"";"";"";
"02.03.2018 14:00";"-15.5";"735.6";"770.3";"-0.4";"62";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-21.1";"";"";"";"";"";"";
"02.03.2018 11:00";"-19.4";"736.0";"771.2";"0.6";"78";"Wind blowing from the south-west";"3";"";"";"no clouds";"Diamond dust (with or without fog). ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-25.9";"";"";"";"";"";"";"4.0";"-22.3";"";"";"";"";"";"";
"02.03.2018 08:00";"-25.1";"735.4";"771.4";"0.5";"75";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-28.2";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"02.03.2018 05:00";"-25.5";"734.9";"771.0";"-0.1";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-28.6";"";"";"";"";"";"";
"02.03.2018 02:00";"-24.3";"735.0";"770.9";"0.1";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-27.3";"";"";"";"";"";"";
"01.03.2018 23:00";"-20.9";"734.9";"770.3";"0.7";"80";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"-14.0";"";"";"";"";"";"";"-23.4";"";"";"";"";"";"";
"01.03.2018 20:00";"-18.8";"734.2";"769.3";"0.9";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"-14.0";"";"";"";"";"";"";"-21.7";"";"";"";"";"";"";
"01.03.2018 17:00";"-15.4";"733.3";"767.9";"0.3";"68";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.0";"";"";"";"";"";"";
"01.03.2018 14:00";"-14.4";"733.0";"767.4";"0.3";"60";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.5";"";"";"";"";"";"";
"01.03.2018 11:00";"-16.7";"732.7";"767.4";"1.1";"70";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"-20.9";"";"";"";"";"";"";"10.0";"-20.9";"0.1";"12";"";"";"";"";
"01.03.2018 08:00";"-20.8";"731.6";"766.9";"0.4";"79";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-23.5";"0.1";"12";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"01.03.2018 05:00";"-19.0";"731.2";"766.2";"0.5";"81";"Wind blowing from the west";"2";"";"";"no clouds";"State of sky on the whole unchanged. ";"Blizzard";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-21.4";"";"";"";"";"";"";
"01.03.2018 02:00";"-16.1";"730.7";"765.2";"1.0";"81";"Wind blowing from the west";"3";"";"";"no clouds";"State of sky on the whole unchanged. ";"Blizzard";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-18.7";"";"";"";"";"";"";
"28.02.2018 23:00";"-11.2";"729.7";"763.6";"0.2";"81";"Wind blowing from the west-northwest";"4";"";"";"20–30%.";"Slight or moderate drifting snow generally low (below eye level). ";"Snow and/or other types of solid precipitation";"Blizzard";"";"-5.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-13.8";"0.2";"12";"";"";"";"";
"28.02.2018 20:00";"-7.4";"729.5";"762.8";"1.2";"86";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"-5.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"";"-9.3";"0.2";"12";"";"";"";"";
"28.02.2018 17:00";"-7.4";"728.3";"761.5";"0.6";"83";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-9.8";"";"";"";"";"";"";
"28.02.2018 14:00";"-5.7";"727.7";"760.7";"0.7";"83";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"10.0";"-8.1";"";"";"";"";"";"";
"28.02.2018 11:00";"-6.0";"727.0";"760.0";"0.3";"90";"Wind blowing from the east-northeast";"1";"";"";"100%.";"Drizzle, freezing, slight.  Diameter of glaze deposit is 1 mm.";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-7.9";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"-7.4";"Trace of precipitation";"12";"";"";"";"";
"28.02.2018 08:00";"-7.9";"726.7";"760.0";"-0.1";"91";"Wind blowing from the north-east";"2";"";"";"100%.";"Freezing drizzle or freezing rain not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"4.0";"-9.1";"Trace of precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"19.0";
"28.02.2018 05:00";"-5.1";"726.8";"759.7";"-0.2";"85";"Wind blowing from the north";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Blizzard";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"";"-7.2";"";"";"";"";"";"";
"28.02.2018 02:00";"-5.5";"727.0";"759.9";"-1.9";"82";"Wind blowing from the east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Blizzard";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"";"-8.1";"";"";"";"";"";"";
"27.02.2018 23:00";"-4.8";"728.9";"761.8";"-1.4";"72";"Wind blowing from the east";"4";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Blizzard";"";"-2.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-9.2";"";"";"";"";"";"";
"27.02.2018 20:00";"-3.6";"730.3";"763.1";"-1.8";"66";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Blizzard";"";"-2.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-9.2";"";"";"";"";"";"";
"27.02.2018 17:00";"-3.7";"732.1";"765.0";"-1.2";"60";"Wind blowing from the east";"4";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Blizzard";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"10.0";"-10.5";"";"";"";"";"";"";
"27.02.2018 14:00";"-3.4";"733.3";"766.3";"-1.4";"62";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Blizzard";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"-9.8";"";"";"";"";"";"";
"27.02.2018 11:00";"-8.7";"734.7";"768.4";"-1.3";"89";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Slight or moderate drifting snow generally low (below eye level). ";"Blizzard";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-11.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-10.2";"";"";"";"";"";"";
"27.02.2018 08:00";"-10.9";"736.0";"770.1";"0.6";"89";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-12.4";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"19.0";
"27.02.2018 05:00";"-8.5";"735.4";"769.2";"-0.6";"91";"Wind blowing from the north-east";"2";"";"";"no clouds";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"";"-9.7";"";"";"";"";"";"";
"27.02.2018 02:00";"-7.6";"736.0";"769.6";"-0.4";"92";"Wind blowing from the east-northeast";"3";"";"";"100%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"";"-8.7";"";"";"";"";"";"";
"26.02.2018 23:00";"-6.5";"736.4";"769.9";"0.5";"93";"Wind blowing from the north-east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog, depositing rime, sky invisible. ";"Snow and/or other types of solid precipitation";"Fog or ice fog or thick haze.";"";"-0.2";"";"";"";"";"";"";"-7.4";"0.1";"12";"";"";"";"";
"26.02.2018 20:00";"-4.7";"735.9";"769.1";"0.4";"95";"Wind blowing from the east-northeast";"3";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-0.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"";"-5.4";"0.1";"12";"";"";"";"";
"26.02.2018 17:00";"-2.5";"735.5";"768.4";"0.1";"87";"Wind blowing from the north-east";"2";"";"";"100%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"4.0";"-4.4";"";"";"";"";"";"";
"26.02.2018 14:00";"-1.1";"735.4";"768.2";"-0.2";"82";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"-3.9";"";"";"";"";"";"";
"26.02.2018 11:00";"-4.1";"735.6";"768.7";"0.3";"94";"Wind blowing from the south-southwest";"1";"";"";"100%.";"Snow grains (with or without fog). ";"Snow and/or other types of solid precipitation";"Drizzle.";"-10.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"4.0";"-4.9";"0.2";"12";"";"";"";"";
"26.02.2018 08:00";"-5.6";"735.3";"768.6";"0.2";"93";"Calm, no wind";"0";"";"";"100%.";"Freezing drizzle or freezing rain not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"4.0";"-6.5";"0.2";"12";"";"";"Even layer of loose dry snow covering ground completely.";"21.0";
"26.02.2018 05:00";"-7.5";"735.1";"768.7";"-0.6";"91";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"";"-8.7";"";"";"";"";"";"";
"26.02.2018 02:00";"-9.7";"735.7";"769.6";"-0.7";"89";"Wind blowing from the south";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-11.2";"";"";"";"";"";"";
"25.02.2018 23:00";"-9.2";"736.4";"770.3";"-0.3";"72";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"-4.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-13.3";"";"";"";"";"";"";
"25.02.2018 20:00";"-7.6";"736.7";"770.4";"-0.5";"74";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"-4.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"-11.4";"";"";"";"";"";"";
"25.02.2018 17:00";"-6.1";"737.2";"770.8";"-0.4";"69";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-11.0";"";"";"";"";"";"";
"25.02.2018 14:00";"-5.4";"737.6";"771.1";"-0.8";"60";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"-12.1";"";"";"";"";"";"";
"25.02.2018 11:00";"-10.3";"738.4";"772.5";"-0.4";"75";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"-19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-13.9";"";"";"";"";"";"";
"25.02.2018 08:00";"-15.4";"738.8";"773.6";"0.1";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-17.6";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"21.0";
"25.02.2018 05:00";"-18.7";"738.7";"774.0";"-0.1";"82";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"";"-21.1";"";"";"";"";"";"";
"25.02.2018 02:00";"-18.4";"738.8";"774.1";"0.0";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-20.8";"";"";"";"";"";"";
"24.02.2018 23:00";"-15.7";"738.8";"773.7";"0.6";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"-8.9";"";"";"";"";"";"";"-17.8";"Trace of precipitation";"12";"";"";"";"";
"24.02.2018 20:00";"-14.7";"738.2";"772.9";"0.9";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"-8.9";"";"";"";"";"";"";"-16.5";"Trace of precipitation";"12";"";"";"";"";
"24.02.2018 17:00";"-11.4";"737.3";"771.5";"1.0";"73";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-15.4";"";"";"";"";"";"";
"24.02.2018 14:00";"-9.3";"736.3";"770.2";"0.8";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-14.3";"";"";"";"";"";"";
"24.02.2018 11:00";"-10.8";"735.5";"769.6";"1.2";"72";"Wind blowing from the west";"2";"";"";"70 – 80%.";"Mist. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-14.9";"1.0";"12";"";"";"";"";
"24.02.2018 08:00";"-12.7";"734.3";"768.6";"0.7";"84";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Snow and/or other types of solid precipitation";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"-14.8";"1.0";"12";"";"";"Even layer of loose dry snow covering ground completely.";"21.0";
"24.02.2018 05:00";"-12.0";"733.6";"767.8";"0.0";"85";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-14.1";"";"";"";"";"";"";
"24.02.2018 02:00";"-11.8";"733.6";"767.6";"-0.3";"84";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-14.0";"";"";"";"";"";"";
